App Cycle,Ethnicity,Anticipated Completion Date,Program Name,Program Country,Program City,Program Region,Application ID,Program Year,Program Term,Application Status Alias,Gender,Preferred gender
Fall 2019,Black or African-American,May 24 2021 12:00AM,X - IES Abroad Santiago - Study in Santiago,Chile,Santiago,Latin America,124911,2019,Fall,Intend to Participate,F,
Fall 2019,Non-resident alien,May 24 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,124969,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,125008,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,125008,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,125020,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,"X - SIT IHP Cities in the 21st Century: People, Planning and Politics (Fall)",Argentina,Buenos Aires,Latin America,125062,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,"X - SIT IHP Cities in the 21st Century: People, Planning and Politics (Fall)",South Africa,Cape Town,Sub-Saharan Africa,125062,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,"X - SIT IHP Cities in the 21st Century: People, Planning and Politics (Fall)",Spain,Barcelona,Europe,125062,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,"X - SIT IHP Cities in the 21st Century: People, Planning and Politics (Fall)",United States,"New York, NY",North America,125062,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,"SIT Study Abroad Mexico: Migration, Borders, and Transnational Communities",Mexico,Oaxaca,Latin America,125097,2019,Fall,Intend to Participate,F,
Fall 2019,Ethnicity and race unknown,May 24 2021 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,125188,2019,Fall,Intend to Participate,M,
Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,"X - SIT IHP: Health and Community Globalization, Culture, and Care (Fall 2)",Argentina,Buenos Aires,Latin America,125199,2019,Fall,Intend to Participate,F,
Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,"X - SIT IHP: Health and Community Globalization, Culture, and Care (Fall 2)",South Africa,Cape Town,Sub-Saharan Africa,125199,2019,Fall,Intend to Participate,F,
Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,"X - SIT IHP: Health and Community Globalization, Culture, and Care (Fall 2)",United States,"Washington, D.C.",North America,125199,2019,Fall,Intend to Participate,F,
Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,"X - SIT IHP: Health and Community Globalization, Culture, and Care (Fall 2)",Vietnam,Hanoi,Southeast Asia,125199,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,X - HECUA New Zealand - Culture and the Environment: A Shared Future,New Zealand,Wellington,Oceania,125205,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,125215,2019,Fall,Intend to Participate,F,
Fall 2019,Ethnicity and race unknown,May 24 2021 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,125227,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,"Syracuse University Abroad - Exploring Central Europe: History, Memory, and Identity Across Borders",Poland,Wroclaw,Europe,125245,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,CET Prague,Czech Republic,Prague,Europe,125376,2019,Fall,Intend to Participate,F,
Fall 2019,Non-resident alien,May 24 2021 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,125424,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czech Republic,Olomouc,Europe,125565,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Czech Republic,Prague,Europe,125565,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Germany,Berlin,Europe,125565,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,Carleton Global Engagement: Women's and Gender Studies in Europe,Netherlands,Utrecht,Europe,125565,2019,Fall,Intend to Participate,F,
Fall 2019,Non-resident alien,May 24 2021 12:00AM,"Arcadia Abroad - Goldsmiths, University of London",United Kingdom,London,Europe,125578,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,125581,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,IES Abroad Nagoya Direct Enrollment - Nanzan University,Japan,Nagoya,East Asia,125615,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,125627,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,125668,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,125668,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,"Syracuse University Abroad - Exploring Central Europe: History, Memory, and Identity Across Borders",Poland,Wroclaw,Europe,125673,2019,Fall,Intend to Participate,F,
Fall 2019,Ethnicity and race unknown,May 24 2021 12:00AM,"Arcadia Abroad - Goldsmiths, University of London",United Kingdom,London,Europe,125677,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 18 2020 12:00AM,IES Abroad Granada - Study in Granada,Spain,Granada,Europe,125691,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,125703,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,Arcadia Abroad - University of Otago,New Zealand,Dunedin,Oceania,125827,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,125839,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,125839,2019,Fall,Intend to Participate,M,
Fall 2019,Black or African-American,May 24 2021 12:00AM,"IES Abroad London Direct Enrollment – Queen Mary, University of London",United Kingdom,London,Europe,125884,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,IES Abroad Tokyo - Language & Culture,Japan,Tokyo,East Asia,125918,2019,Fall,Intend to Participate,M,
Fall 2019,Non-resident alien,May 24 2021 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,125929,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,126095,2019,Fall,Intend to Participate,F,
Fall 2019,Black or African-American,May 18 2020 12:00AM,X - Trinity/La Mama Performing Arts Semester,United States,"New York, NY",North America,126181,2019,Fall,Intend to Participate,F,
Fall 2019,Asian,May 24 2021 12:00AM,Hamilton in France,France,Paris,Europe,126271,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,College Year in Athens - Semester and Academic Year Program,Greece,Athens,Europe,126320,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 25 2021 12:00AM,American University - Washington Semester Program,United States,"Washington, D.C.",North America,126426,2019,Fall,Intend to Participate,M,
Fall 2019,Non-resident alien,May 24 2021 12:00AM,"CIEE Arts and Sciences Program in Seoul, Korea",South Korea,Seoul,East Asia,126435,2019,Fall,Intend to Participate,F,
Fall 2019,Non-resident alien,May 24 2021 12:00AM,National Theater Institute,United States,"Waterford, CT",North America,126446,2019,Fall,Intend to Participate,M,
Fall 2019,Ethnicity and race unknown,May 24 2021 12:00AM,CET Prague,Czech Republic,Prague,Europe,126459,2019,Fall,Intend to Participate,M,
Fall 2019,Hispanic (of any race),May 25 2021 12:00AM,Hamilton in France,France,Paris,Europe,126512,2019,Fall,Intend to Participate,F,
Fall 2019,Non-resident alien,May 25 2021 12:00AM,CET Prague Film Production,Czech Republic,Prague,Europe,126532,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,X - National Musical Theater Institute,United States,New York,North America,126551,2019,Fall,Intend to Participate,F,
Fall 2019,Ethnicity and race unknown,May 18 2020 12:00AM,Wellesley-in-Aix,France,Aix-en-Provence,Europe,126552,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,CIEE Central European Studies Program in Warsaw,Poland,Warsaw,Europe,126574,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 18 2020 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,126619,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,IES Abroad Vienna - European Society & Culture,Austria,Vienna,Europe,126622,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,126640,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,"CIEE Liberal Arts Program in Santiago, Chile",Chile,Santiago,Latin America,126678,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,126697,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,Arcadia Abroad - Queens University Belfast,Ireland,Belfast,Europe,126743,2019,Fall,Intend to Participate,F,
Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,Amideast in Jordan - Area and Arabic Language Studies (Semester/Academic Year),Jordan,Amman,MENA,126812,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,126842,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,126842,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,IES Abroad Cape Town - University of Cape Town,South Africa,Cape Town,Sub-Saharan Africa,126882,2019,Fall,Intend to Participate,F,
Fall 2019,Non-resident alien,May 24 2021 12:00AM,IES Abroad London Direct Enrollment - University College London,United Kingdom,London,Europe,126897,2019,Fall,Intend to Participate,F,
Fall 2019,Black or African-American,May 24 2021 12:00AM,Fordham: London Dramatic Academy,United Kingdom,London,Europe,126969,2019,Fall,Intend to Participate,M,
Fall 2019,Two or more races,May 24 2021 12:00AM,CET: UW in India,India,Varanasi,South Asia,127041,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,127186,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 18 2020 12:00AM,Trinity College in Rome,Italy,Rome,Europe,127226,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,127663,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,127663,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,127794,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,129109,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,129109,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 25 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,129350,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 25 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,129350,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,129456,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,129456,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,129687,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,129687,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,130395,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,130395,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,130741,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,130741,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,131465,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,131465,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 25 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,131630,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 25 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,131630,2019,Fall,Intend to Participate,F,
Fall 2019,Non-resident alien,May 24 2021 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,133189,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,London,Europe,133610,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,*<B>Grinnell-in-London</B>,United Kingdom,undefined,Europe,133610,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 24 2021 12:00AM,X - The Swedish Program: Liberal Arts at the Stockholm School of Economics,Sweden,Stockholm,Europe,138930,2019,Fall,Intend to Participate,F,
Fall 2019,Hispanic (of any race),May 24 2021 12:00AM,IFSA - IFSA Study in Shanghai: International Business,China,Shanghai,East Asia,140357,2019,Fall,Intend to Participate,M,
Fall 2019,White,May 18 2020 12:00AM,Sea Education Association: Coral Reef Conservation: Caribbean,Montserrat,Plymouth,Caribbean,140540,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 18 2020 12:00AM,Sea Education Association: Coral Reef Conservation: Caribbean,U.S. Virgin Islands,St. Croix,Caribbean,140540,2019,Fall,Intend to Participate,F,
Fall 2019,White,May 18 2020 12:00AM,Sea Education Association: Coral Reef Conservation: Caribbean,United States,"Woods Hole, MA",North America,140540,2019,Fall,Intend to Participate,F,
Fall 2021,Non-resident alien,May 23 2022 12:00AM,Budapest Semesters in Math,Hungary,Budapest,Europe,169138,2021,Fall,Intend to Participate,M,
Fall 2021,White,May 23 2022 12:00AM,"IES Abroad London Direct Enrollment – Queen Mary, University of London",United Kingdom,London,Europe,170908,2021,Fall,Intend to Participate,M,
Fall 2021,Non-resident alien,May 23 2022 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,171285,2021,Fall,Intend to Participate,M,
Fall 2021,White,May 23 2022 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,171460,2021,Fall,Intend to Participate,M,
Fall 2021,White,May 23 2022 12:00AM,X - The School for Field Studies (SFS) Costa Rica - Sustainable Development Studies (Semester),Costa Rica,Atenas,Latin America,172037,2021,Fall,Intend to Participate,F,
Fall 2021,White,May 23 2022 12:00AM,Amideast in Jordan - Area and Arabic Language Studies (Semester/Academic Year),Jordan,Amman,MENA,172648,2021,Fall,Intend to Participate,F,
Fall 2021,Ethnicity and race unknown,Dec 17 2021 12:00AM,Dickinson in France,France,Toulouse,Europe,172714,2021,Fall,Intend to Participate,F,
Fall 2021,Non-resident alien,May 23 2022 12:00AM,Arcadia Abroad - Intern Philly,United States,"Philadelphia, PA",North America,175968,2021,Fall,Intend to Participate,M,
Fall 2021,White,May 23 2022 12:00AM,X - The School for Field Studies – Panama: Tropical Island Biodiversity Studies,Panama,Bocas del Toro,Latin America,176994,2021,Fall,Intend to Participate,M,
Fall 2021,Asian,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,179853,2021,Fall,Intend to Participate,F,
Fall 2021,Ethnicity and race unknown,May 23 2022 12:00AM,Trinity College in Rome,Italy,Rome,Europe,180557,2021,Fall,Intend to Participate,F,
Fall 2021,Two or more races,May 23 2022 12:00AM,IES Abroad Amsterdam - Social Sciences & Humanities,Netherlands,Amsterdam,Europe,180642,2021,Fall,Intend to Participate,F,
Fall 2021,White,May 23 2022 12:00AM,University of Minnesota: MSID Senegal,Senegal,Dakar,Sub-Saharan Africa,180699,2021,Fall,Intend to Participate,F,
Fall 2021,Black or African-American,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,180957,2021,Fall,Intend to Participate,F,
Fall 2021,White,May 22 2023 12:00AM,IES Abroad Berlin - Metropolitan & Urban Studies,Germany,Berlin,Europe,181037,2021,Fall,Intend to Participate,F,
Fall 2021,Two or more races,May 23 2022 12:00AM,Aquincum Institute of Technology,Hungary,Budapest,Europe,181536,2021,Fall,Intend to Participate,F,
Fall 2021,White,May 23 2022 12:00AM,IES Abroad Amsterdam - Social Sciences & Humanities,Netherlands,Amsterdam,Europe,181744,2021,Fall,Intend to Participate,F,
Fall 2021,Asian,May 23 2022 12:00AM,"DIS - Study Abroad in Copenhagen, Denmark",Denmark,Copenhagen,Europe,182356,2021,Fall,Intend to Participate,F,
